busca,titulo,empresa,local,publicado_ha,salario
analista de dados sênior,Analista de Produto Sênior - Techfin,NDD TECH,"Lages, Santa Catarina",4 dia(s),Não informado
analista de dados sênior,PESSOA ANALISTA CIENCIAS DADOS SR,Bradesco Seguros,"Rio de Janeiro, Rio de Janeiro",12 dia(s),Não informado
analista de dados sênior,Pessoa Analista de CRM Sênior,GRUPO CARREFOUR BRASIL (CORPORATIVO),Barueri,24 dia(s),Não informado
analista de dados sênior,Analista Financeiro Sênior,Hunter Afirmare,"Sorocaba, São Paulo",24h,Não informado
analista de dados sênior,Analista de Integração Kong Sênior,Vertigo Tecnologia,Trabalho remoto,mais de 30 dias,Não informado
analista de dados sênior,Analista Desenvolvedor - Ênfase em Java e JavaScript - Sênior,Geopixel,Trabalho remoto,24h,Não informado
analista de dados sênior,Analista de Produtos Sênior,Riachuelo,"São Paulo, São Paulo",19 dia(s),Não informado
analista de dados sênior,Pessoa Analista de Accountability,AlmapBBDO,"São Paulo, São Paulo",23 dia(s),Não informado
analista de dados sênior,Analista de Logística Sênior - Paulínia/SP,EuroChem,Paulínia,28 dia(s),Não informado
analista de dados sênior,Analista de Planejamento Estratégico Sênior,Vem Pra Vivo,"São Paulo, São Paulo",5 dia(s),Não informado
analista de dados sênior,ANALISTA COMERCIAL SR - (Engenharia de Dados),Azul Linhas Aéreas Brasileiras,Barueri,17 dia(s),Não informado
analista de dados sênior,Analista Sênior de Prevenção de Perdas - Contábil,Natura,"São Paulo, São Paulo",6 dia(s),Não informado
analista de dados sênior,Analista Financeiro Sênior,Logical IT,"São Paulo, São Paulo",3 dia(s),Não informado
analista de dados sênior,Analista de Riscos Sênior,SRM,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista./PCP SR,GLOBOAVES SAO PAULO AGROAVICOLA LTDA,Laranjeiras do Sul,27 dia(s),Não informado
analista de dados sênior,ANALISTA SÊNIOR DE CONTROLADORIA,L.L.E. FERRAGENS LTDA.,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,Não informado
analista de dados sênior,ANALISTA DE INVESTIMENTO SR | São Paulo-SP,Grupo MAG,"São Paulo, São Paulo",6 dia(s),Não informado
analista de dados sênior,Analista de Custos Senior,Newell Brands,Feira de Santana,13 dia(s),Não informado
analista de dados sênior,Analista DEVOPS SR,Addvisor,"São Paulo, São Paulo",2 dia(s),Não informado
analista de dados sênior,Analista de Sistemas Sr. ADMS,MANPOWER STAFFING. (Matriz),"Rio de Janeiro, Rio de Janeiro",11 dia(s),Não informado
analista de dados sênior,Analista de Cadastros,Suggar Eletrodomésticos,"Belo Horizonte, Minas Gerais",mais de 30 dias,Não informado
analista de dados sênior,Analista de Inteligência de Mercado Sênior - São Paulo-Paulínia/SP,EuroChem,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista de Negócios/Sustentação Sênior,Sinqia,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista de Segurança da Informação - Sênior,Sinqia,"São Paulo, São Paulo",18 dia(s),Não informado
analista de dados sênior,Analista de Automações de Testes Sr,Núclea,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista Desenvolvedor FullStack SR,Keyrus Brazil,"São Paulo, São Paulo",2 dia(s),Não informado
analista de dados sênior,Analista de Planejamento Sr,CONCILIG TELEMARKETING E COBRANÇA LTDA,Bauru,mais de 30 dias,Não informado
analista de dados sênior,Analista Sênior de CRM,Jeitto,"São Paulo, São Paulo",13 dia(s),Não informado
analista de dados sênior,Analista de Marketing Sênior,Huvispan Industria e Comercio de Fios,Blumenau,26 dia(s),Não informado
analista de dados sênior,Analista de Recrutamento e Seleção Sênior,SECURITY,"Campo Grande, Mato Grosso do Sul",mais de 30 dias,Não informado
analista de dados sênior,Gerente de Controladoria Sênior,GROUP D&A ASSESSORIA LTDA,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista Sr de Sistemas de TV - Presencial (Espanhol avançado),Accenture,Barueri,6 dia(s),Não informado
analista de dados sênior,Analista de Comunicação Interna Sênior - L'Oréal Brasil,L'Oreal,"Rio de Janeiro, Rio de Janeiro",14 dia(s),Não informado
analista de dados sênior,Analista de Cyber Security Sênior | SP,Sympla,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista Segurança Informação Sênior | Pentester,Raízen,Trabalho remoto,mais de 30 dias,Não informado
analista de dados sênior,Analista de Mídia Júnior Bilíngue (Inglês),Opencircle,"São Paulo, São Paulo",19 dia(s),Não informado
analista de dados sênior,Analista de Folha de Pagamento SR,Bernhoeft,"Recife, Pernambuco",14 dia(s),Não informado
analista de dados sênior,Analista de Processos SR | Excelência Operacional | Guararapes Confecções,Riachuelo,"Natal, Rio Grande do Norte",24h,Não informado
analista de dados sênior,Analista de Customer Service SR (100% Presencial - Santa Luzia/MG):,PR CONSULTORIA & PSICOLOGIA LTDA,"Santa Luzia, Minas Gerais",mais de 30 dias,Não informado
analista de dados sênior,Analista de Folha de Pagamento Sr,ABAI,Barueri,mais de 30 dias,Não informado
analista de dados sênior,ANALISTA DE PCP SÊNIOR,Net Container,Nova Lima,mais de 30 dias,Não informado
analista de dados sênior,Analista de Testes Automatizados Sr.,ENTES SOLUÇÕES EMPRESARIAIS LTDA,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista de Marketing de Produtos Sênior,frete.com,"São Paulo, São Paulo",mais de 30 dias,Não informado
analista de dados sênior,Analista de S&OP Sênior,Viemar Automotive,Viamão,18 dia(s),Não informado
analista de dados sênior,Analista de Planejamento Financeiro Sênior,VERSANIA SAUDE BRASIL LTDA,"Belo Horizonte, Minas Gerais",24 dia(s),Não informado
product data analyst,Data Analyst – Talent Acquisition,Arrise,Trabalho remoto,mais de 30 dias,R$ 75 mil - R$ 85 mil (fornecido pela empresa)
product data analyst,Data Analyst,Match Group,Trabalho remoto,13 dia(s),R$ 3 mil (fornecido pela empresa)
product data analyst,Senior Data Analyst,Argyle,Trabalho remoto,12 dia(s),R$ 60 mil - R$ 70 mil (fornecido pela empresa)
product data analyst,Data and BI Analyst,onebeat,Trabalho remoto,mais de 30 dias,"R$ 22,94 por hora (fornecido pela empresa)"
product data analyst,Data Source Analyst,Improvado,Trabalho remoto,16 dia(s),R$ 72 mil - R$ 120 mil (fornecido pela empresa)
product data analyst,Data Analyst II (L3),Teachable,Trabalho remoto,27 dia(s),R$ 7 mil - R$ 9 mil (fornecido pela empresa)
product data analyst,Junior BI & Data Analyst,Nexer,Barueri,mais de 30 dias,R$ 4 mil (fornecido pela empresa)
product data analyst,Product Data Analyst,Voxy Inc,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Data Analyst,GEP,"Paulo, Paraíba",18 dia(s),Não informado
product data analyst,Research & Data Analyst - Pleno,CAF,Trabalho remoto,27 dia(s),Não informado
product data analyst,Quality Analyst (FinCrime),Revolut,Trabalho remoto,24h,Não informado
product data analyst,Quantitative Analyst,Match Group,Trabalho remoto,3 dia(s),Não informado
product data analyst,Cost Analyst,Lenovo,Jaguariúna,2 dia(s),Não informado
product data analyst,Data Visualization Developer,Improvado,Trabalho remoto,2 dia(s),Não informado
product data analyst,Product Analyst II,RecargaPay,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Data Analyst,Joom,"São Paulo, São Paulo",5 dia(s),Não informado
product data analyst,Intermediate QA Analyst,ArcTouch,Trabalho remoto,3 dia(s),Não informado
product data analyst,Senior Product Data Analyst,LawnStarter,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Process Mining Analyst,Equinix,"São Paulo, São Paulo",24h,Não informado
product data analyst,Product Analyst – Engine Development & Validation,Stellantis,Betim,20 dia(s),Não informado
product data analyst,Customer Service Analyst,Beckman Coulter Diagnostics,"São Paulo, São Paulo",3 dia(s),Não informado
product data analyst,LAC Acceptance Product Analyst,Visa,"São Paulo, São Paulo",21 dia(s),Não informado
product data analyst,Senior Data Analyst,"EPAM Systems, Inc.",Trabalho remoto,3 dia(s),Não informado
product data analyst,Customer Experience Data Analyst,Hyland Software,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Data Analyst 2,Criteo,"São Paulo, São Paulo",13 dia(s),Não informado
product data analyst,Payroll Analyst,Fortive,Trabalho remoto,21 dia(s),Não informado
product data analyst,Diversidade - Inclusão de Pessoas com Deficiência,Nubank,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,"5752 -Product Analyst, Medical Safety / Business Analyst","Verista, Inc.","Brasília, Distrito Federal",18 dia(s),Não informado
product data analyst,Product Analyst,CommIT,Amazonas,mais de 30 dias,Não informado
product data analyst,Mid-Level Product & Operations Analyst,Lean Tech,Trabalho remoto,26 dia(s),Não informado
product data analyst,Data Visualization Developer,Improvado,Trabalho remoto,2 dia(s),Não informado
product data analyst,"[Job-25000] Product Designer Senior, Brazil",CI&T,Trabalho remoto,24h,Não informado
product data analyst,Product Manager Pleno - 23635,Grupo Taking,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Lead Data Analyst,"EPAM Systems, Inc.",Trabalho remoto,3 dia(s),Não informado
product data analyst,"Data Analyst, Go-Live",Riskified,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,GRC Analyst,Delinea,"São Paulo, São Paulo",20 dia(s),Não informado
product data analyst,Business Analyst - Medical Practice Consultant,WRS Health,Trabalho remoto,4 dia(s),Não informado
product data analyst,Senior Data Analyst (Full-Time Contractor),Nerdy,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Fraud Data Analyst,Riskified,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Logistics Sourcing Analyst,3M,"Sumaré, São Paulo",25 dia(s),Não informado
product data analyst,Data Analyst : A/B-tests and customer onboarding (Remote),Constructor,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Application Support Analyst - Brazil (Contract),First Help Financial,"São Paulo, São Paulo",10 dia(s),Não informado
product data analyst,V&V Analyst,Quartile,Trabalho remoto,24 dia(s),Não informado
product data analyst,Fraud Data Analyst - São Paulo/SP,Shopee,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Data Automation Analyst (Internal Communications team),Social Discovery Group,Rio Grande do Sul,24h,Não informado
product data analyst,"Analista de Sucesso do Cliente: Atendimento | Customer Success Analyst: Customer Service (BRASIL, REMOTO)",Amorim,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Mid-level Controllership Analyst,ArcTouch,Trabalho remoto,27 dia(s),Não informado
product data analyst,Senior FP&A Analyst,Nubank,Brasil,17 dia(s),Não informado
product data analyst,ACCOUNT RECEIVABLE RESOLUTION ANALYST,ScanSource,Trabalho remoto,4 dia(s),Não informado
product data analyst,Business Analyst - São Paulo,TikTok,"São Paulo, São Paulo",21 dia(s),Não informado
product data analyst,Data & Analytics Pleno | Product - Afirmativa para Mulheres,Shopee,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Agribusiness Consulting Intern - Agronomist,S&P Global,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,IT Analyst Applications,Caterpillar,"Piracicaba, São Paulo",3 dia(s),Não informado
product data analyst,Brand Reputation Analyst,Binance,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Business Analyst - FinCrime,Moneybase plc,Mato Grosso,6 dia(s),Não informado
product data analyst,Product Analyst,DiDi Global,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Product Analyst (Performance),Senior Sistemas,Blumenau,mais de 30 dias,Não informado
product data analyst,"Senior Product Analyst, Buyer Experience",Tabby,Amazonas,27 dia(s),Não informado
product data analyst,Marketing Data Analyst,Xometry,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Sr. Data Analyst,Voldex Games,"Rio de Janeiro, Rio de Janeiro",19 dia(s),Não informado
product data analyst,Especialista de Produtos (Business Analyst) | Banking PJ,PicPay,"São Paulo, São Paulo",12 dia(s),Não informado
product data analyst,Sr. Compliance Analyst,RecargaPay,Trabalho remoto,20 dia(s),Não informado
product data analyst,Risk Management Specialist - Model Risk Data Science and AI Models,Nubank,Brasil,20 dia(s),Não informado
product data analyst,Business Analyst - Cash Management Product,Dicetek LLC,"Belo Horizonte, Minas Gerais",mais de 30 dias,Não informado
product data analyst,HR Operations Lifecycle Analyst - LATAM,TikTok,"São Paulo, São Paulo",17 dia(s),Não informado
product data analyst,Design Product Analyst,Hitachi,"Campinas, São Paulo",mais de 30 dias,Não informado
product data analyst,Senior Product Analyst (AI Product),Social Discovery Group,Rio Grande do Sul,mais de 30 dias,Não informado
product data analyst,Growth Marketing Analyst,SuperSummary,"São Paulo, São Paulo",5 dia(s),Não informado
product data analyst,Business Analyst II,Housecall Pro,"Brasília, Distrito Federal",12 dia(s),Não informado
product data analyst,Junior QA Analyst / R + D - Remote Work,BairesDev,"Duque de Caxias, Rio de Janeiro",mais de 30 dias,Não informado
product data analyst,Product Marketing Intern (Global Monetization product - Advertising - SMB) - 2025 Start (BS/MS),TikTok,"São Paulo, São Paulo",7 dia(s),Não informado
product data analyst,Mid-Level Business Analyst,Lean Tech,Trabalho remoto,21 dia(s),Não informado
product data analyst,Customer Success Mgmt Analyst,Accenture,Barueri,mais de 30 dias,Não informado
product data analyst,"Analyst, RMG Credit - TCM",Cargill,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Associate Site Manager (CRA - Monitor de Pesquisa Clinica),Johnson & Johnson,"São Paulo, São Paulo",24h,Não informado
product data analyst,Pricing & Funds Finance Analyst,UBS,"São Paulo, São Paulo",12 dia(s),Não informado
product data analyst,"HR Analyst, ROW PXT Brazil",Amazon Servicos de Varejo do Brasil Ltda.,Cajamar,29 dia(s),Não informado
product data analyst,Data Platform Engineer,Alternative Payments,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Partner Support Analyst - Travel Retail Brazil (all genders),Distribusion Technologies GmbH,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,PL Planning Analyst,TechnipFMC,Macaé,2 dia(s),Não informado
product data analyst,Business Analyst - Billing and Invoices (Financial),Ben Fatto,"Campinas, São Paulo",5 dia(s),Não informado
product data analyst,Transaction Management Analyst (C11),Citi,"São Paulo, São Paulo",3 dia(s),Não informado
product data analyst,Service Support L1 Analyst (São José dos Campos/SP),Ball Corporation,"São José dos Campos, São Paulo",20 dia(s),Não informado
product data analyst,Pleno QA Analyst,DIGITIZEI INFORMATICA LTDA,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Company Financials Market Senior Data Analyst,Bloomberg,"São Paulo, São Paulo",12 dia(s),Não informado
product data analyst,"Analyst, FP&A Logistics (EMEA)",Ball Corporation,Rio Grande do Sul,6 dia(s),Não informado
product data analyst,Growth Analyst,DiDi Global,"São Paulo, São Paulo",24h,Não informado
product data analyst,Treasury & Banking Relations Analyst,Patria Investments,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,Data Engineer - Marketing,Kimberly-Clark,"São Paulo, São Paulo",26 dia(s),Não informado
product data analyst,"Analyst, Compliance Investigations",PayPal,"São Paulo, São Paulo",25 dia(s),Não informado
product data analyst,FBS Sr Product Analyst,Capgemini,Trabalho remoto,28 dia(s),Não informado
product data analyst,Grupo QuintoAndar | People Analytics Analyst,Grupo QuintoAndar,Trabalho remoto,mais de 30 dias,Não informado
product data analyst,Data Engineer,SuperSummary,"São Paulo, São Paulo",mais de 30 dias,Não informado
product data analyst,BUSINESS ANALYST,Atos,"Rio de Janeiro, Rio de Janeiro",3 dia(s),Não informado
