busca,titulo,empresa,local,publicado_ha,salario,titulo_tratado,nivel,cidade,estado,remoto,dias_publicado,faixa_dias,regiao,salario_valor,faixa_salarial
engenheiro de dados,CAS | Engenheiro de Dados - Foco em Recuperação de Crédito,Sicredi,Trabalho remoto,mais de 30 dias,R$ 8 mil - R$ 9 mil (fornecido pela empresa),cas | engenheiro de dados - foco em recuperacao de credito,não informado,,,1.0,31,mais de 30 dias,Desconhecido,8500.0,5k a 10k
engenheiro de dados,Cientista de Dados Pleno,CERC,Trabalho remoto,24h,R$ 6 mil - R$ 7 mil (fornecido pela empresa),cientista de dados pleno,pleno,,,1.0,1,1 a 5 dias,Desconhecido,6500.0,5k a 10k
engenheiro de dados,Engenheiro(a) de Dados Sênior,Vetta Tecnologia,Trabalho remoto,9 dia(s),R$ 2 mil (fornecido pela empresa),engenheiro(a) de dados senior,senior,,,1.0,9,6 a 15 dias,Desconhecido,2000.0,1k a 5k
engenheiro de dados,Analista de Dados Sênior,Bridge & Co.,Trabalho remoto,mais de 30 dias,R$ 12 mil (fornecido pela empresa),analista de dados senior,senior,,,1.0,31,mais de 30 dias,Desconhecido,12000.0,10k a 15k
engenheiro de dados,Assistente de Dados,Edições CNBB,"Brasília, Distrito Federal",3 dia(s),R$ 1 mil - R$ 3 mil (fornecido pela empresa),assistente de dados,não informado,Brasília,DF,0.0,3,1 a 5 dias,Centro-Oeste,2000.0,1k a 5k
engenheiro de dados,Engenheiro(a) de Dados Pl.,Banco PAN,"São Paulo, São Paulo",6 dia(s),R$ 6 mil - R$ 8 mil (fornecido pela empresa),engenheiro(a) de dados pl.,pleno,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,7000.0,5k a 10k
engenheiro de dados,"Engenheiro de Dados Especialista, Crédito PF (Remoto)",PicPay,"São Paulo, São Paulo",6 dia(s),R$ 7 mil (fornecido pela empresa),"engenheiro de dados especialista, credito pf (remoto)",especialista,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,7000.0,5k a 10k
engenheiro de dados,Engenheiro de Planejamento Industrial,ORIENTE - SERVICOS E GESTAO EMPRESARIAL,"Duque de Caxias, Rio de Janeiro",6 dia(s),R$ 5 mil (fornecido pela empresa),engenheiro de planejamento industrial,pleno,Duque de Caxias,RJ,0.0,6,6 a 15 dias,Sudeste,5000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados Júnior,Lojas Quero-Quero | Sede Administrativa,"Cachoeirinha, Rio Grande do Sul",mais de 30 dias,R$ 9 mil (fornecido pela empresa),engenheiro de dados junior,junior,Cachoeirinha,RS,0.0,31,mais de 30 dias,Sul,9000.0,5k a 10k
engenheiro de dados,Engenheiro (a) de Dados | CORPORATIVO,Atlantica Hospitality International,Barueri,mais de 30 dias,R$ 2 mil (fornecido pela empresa),engenheiro (a) de dados | corporativo,não informado,Barueri,SP,0.0,31,mais de 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados Sr,Valid,Trabalho remoto,26 dia(s),R$ 8 mil (fornecido pela empresa),engenheiro de dados sr,senior,,,1.0,26,16 a 30 dias,Desconhecido,8000.0,5k a 10k
engenheiro de dados,Engenheiro de Dados - Snowflake,NCS,Trabalho remoto,20 dia(s),R$ 8 mil - R$ 10 mil (fornecido pela empresa),engenheiro de dados - snowflake,não informado,,,1.0,20,16 a 30 dias,Desconhecido,9000.0,5k a 10k
engenheiro de dados,Analista de Dados Pleno,Listo,Trabalho remoto,mais de 30 dias,R$ 3 mil - R$ 4 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,31,mais de 30 dias,Desconhecido,3500.0,1k a 5k
engenheiro de dados,Engenheiro/Engenheira de Dados Júnior,Capgemini,"São Paulo, São Paulo",3 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),engenheiro/engenheira de dados junior,junior,São Paulo,SP,0.0,3,1 a 5 dias,Sudeste,3500.0,1k a 5k
engenheiro de dados,Engenheiro de Dados,klavi,"São Paulo, São Paulo",27 dia(s),R$ 2 mil (fornecido pela empresa),engenheiro de dados,não informado,São Paulo,SP,0.0,27,16 a 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,Engenheiro de Segurança do Trabalho,Bureau Veritas Brasil,Barueri,21 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),engenheiro de seguranca do trabalho,não informado,Barueri,SP,0.0,21,16 a 30 dias,Sudeste,3500.0,1k a 5k
engenheiro de dados,Pessoa Engenheira de Dados Sênior,Anota AI,Trabalho remoto,24h,R$ 4 mil (fornecido pela empresa),pessoa engenheira de dados senior,senior,,,1.0,1,1 a 5 dias,Desconhecido,4000.0,1k a 5k
engenheiro de dados,Operador de Sala de Controle,Confidencial,"Manaus, Amazonas",mais de 30 dias,R$ 1 mil (fornecido pela empresa),operador de sala de controle,não informado,Manaus,AM,0.0,31,mais de 30 dias,Norte,1000.0,1k a 5k
engenheiro de dados,Analista Sr Prevenção de Perdas,RD Saúde,"São Paulo, São Paulo",mais de 30 dias,R$ 12 mil - R$ 13 mil (fornecido pela empresa),analista sr prevencao de perdas,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,12500.0,10k a 15k
engenheiro de dados,Analista de Banco de Dados,TO Brasil,Trabalho remoto,24 dia(s),R$ 2 mil - R$ 3 mil (fornecido pela empresa),analista de banco de dados,não informado,,,1.0,24,16 a 30 dias,Desconhecido,2500.0,1k a 5k
engenheiro de dados,ENGENHEIRO DE RESERVATÓRIO,Jobbol,Macaé,24h,R$ 20 mil (fornecido pela empresa),engenheiro de reservatorio,não informado,Macaé,RJ,0.0,1,1 a 5 dias,Sudeste,20000.0,Acima de 15k
engenheiro de dados,Pessoa Analista de Dados Pleno,Akross,Trabalho remoto,5 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),pessoa analista de dados pleno,pleno,,,1.0,5,1 a 5 dias,Desconhecido,4500.0,1k a 5k
engenheiro de dados,Especialista em Engenharia de Dados I,Grupo Boticário,Trabalho remoto,mais de 30 dias,R$ 10 mil (fornecido pela empresa),especialista em engenharia de dados i,especialista,,,1.0,31,mais de 30 dias,Desconhecido,10000.0,5k a 10k
engenheiro de dados,Pessoa Engenheira de Dados Junior,C6 Bank,"São Paulo, São Paulo",27 dia(s),R$ 17 mil - R$ 18 mil (fornecido pela empresa),pessoa engenheira de dados junior,junior,São Paulo,SP,0.0,27,16 a 30 dias,Sudeste,17500.0,Acima de 15k
engenheiro de dados,Engenheiro de Dados - Trabalho Remoto,BairesDev,Teresina,mais de 30 dias,R$ 4 mil (fornecido pela empresa),engenheiro de dados - trabalho remoto,não informado,Teresina,PI,0.0,31,mais de 30 dias,Nordeste,4000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados Sênior,Premiersoft,Trabalho remoto,27 dia(s),R$ 2 mil (fornecido pela empresa),engenheiro de dados senior,senior,,,1.0,27,16 a 30 dias,Desconhecido,2000.0,1k a 5k
engenheiro de dados,ENGENHEIRO DE DADOS,Página de Carreira,"Belo Horizonte, Minas Gerais",3 dia(s),R$ 4 mil - R$ 5 mil (fornecido pela empresa),engenheiro de dados,não informado,Belo Horizonte,MG,0.0,3,1 a 5 dias,Sudeste,4500.0,1k a 5k
engenheiro de dados,Engenheiro(a) de Dados Databricks,ITQuest Consultoria,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil (fornecido pela empresa),engenheiro(a) de dados databricks,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,PROGRAMA DE ESTÁGIO SUPERIOR - INÍCIO AGOSTO/2025,Bosch Group,"Campinas, São Paulo",3 dia(s),R$ 2 mil (fornecido pela empresa),programa de estagio superior - inicio agosto/2025,estagio,Campinas,SP,0.0,3,1 a 5 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,ASSISTENTE DE ATENDIMENTO N1 I,frete.com,"São Paulo, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),assistente de atendimento n1 i,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados Sênior,TOPMIND,Trabalho remoto,mais de 30 dias,R$ 4 mil (fornecido pela empresa),engenheiro de dados senior,senior,,,1.0,31,mais de 30 dias,Desconhecido,4000.0,1k a 5k
engenheiro de dados,ENGENHEIRO DE SEGURANCA DO TRABALHO - OURO BRANCO/MG,SGS,"Ouro Branco, Minas Gerais",19 dia(s),R$ 5 mil (fornecido pela empresa),engenheiro de seguranca do trabalho - ouro branco/mg,não informado,Ouro Branco,MG,0.0,19,16 a 30 dias,Sudeste,5000.0,1k a 5k
engenheiro de dados,ANALISTA DE COMPRAS SÊNIOR - HOME OFFICE - 91228,Divulga Vagas Consultoria,Itu,3 dia(s),R$ 3 mil - R$ 6 mil (fornecido pela empresa),analista de compras senior - home office - 91228,senior,Itu,SP,0.0,3,1 a 5 dias,Sudeste,4500.0,1k a 5k
engenheiro de dados,Estagiário(a) em Desenvolvimento de Sistemas,Pecege,Trabalho remoto,mais de 30 dias,R$ 12 mil (fornecido pela empresa),estagiario(a) em desenvolvimento de sistemas,não informado,,,1.0,31,mais de 30 dias,Desconhecido,12000.0,10k a 15k
engenheiro de dados,Engenheiro de Dados,Brasil Paralelo,"São Paulo, São Paulo",mais de 30 dias,R$ 5 mil - R$ 8 mil (fornecido pela empresa),engenheiro de dados,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6500.0,5k a 10k
engenheiro de dados,Pessoa Estagiária de Análise de dados,Vem #SerHype,Curitiba,24h,R$ 2 mil - R$ 4 mil (fornecido pela empresa),pessoa estagiaria de analise de dados,não informado,Curitiba,PR,0.0,1,1 a 5 dias,Sul,3000.0,1k a 5k
engenheiro de dados,Programa de Estágio 2025 #VemSerVetta,Programa de Estágio na Vetta,Trabalho remoto,17 dia(s),R$ 2 mil - R$ 4 mil (fornecido pela empresa),programa de estagio 2025 #vemservetta,estagio,,,1.0,17,16 a 30 dias,Desconhecido,3000.0,1k a 5k
engenheiro de dados,5728: Analista de Dados/BI Jr.,mazzatech,"São Paulo, São Paulo",17 dia(s),R$ 9 mil (fornecido pela empresa),5728: analista de dados/bi jr.,junior,São Paulo,SP,0.0,17,16 a 30 dias,Sudeste,9000.0,5k a 10k
engenheiro de dados,Analista de Dados & Indicadores Senior,Digisystem,Trabalho remoto,24h,R$ 5 mil - R$ 6 mil (fornecido pela empresa),analista de dados & indicadores senior,senior,,,1.0,1,1 a 5 dias,Desconhecido,5500.0,5k a 10k
engenheiro de dados,ANALISTA DE DADOS JR #1040,RHF Estadual Campinas – Parque Prado/SP,"Campinas, São Paulo",3 dia(s),R$ 4 mil (fornecido pela empresa),analista de dados jr #1040,junior,Campinas,SP,0.0,3,1 a 5 dias,Sudeste,4000.0,1k a 5k
engenheiro de dados,Gerente de Projetos II,Meta,Trabalho remoto,18 dia(s),"R$ 24,00 por hora (fornecido pela empresa)",gerente de projetos ii,gerente,,,1.0,18,16 a 30 dias,Desconhecido,,Não informado
engenheiro de dados,Analista de Dados Pleno,Comerc Energia,Trabalho remoto,mais de 30 dias,R$ 2 mil (fornecido pela empresa),analista de dados pleno,pleno,,,1.0,31,mais de 30 dias,Desconhecido,2000.0,1k a 5k
engenheiro de dados,Analista de Viabilidade - Orçamentos,Seazone,Trabalho remoto,5 dia(s),R$ 2 mil (fornecido pela empresa),analista de viabilidade - orcamentos,não informado,,,1.0,5,1 a 5 dias,Desconhecido,2000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados,TMB,"São José dos Campos, São Paulo",mais de 30 dias,R$ 5 mil (fornecido pela empresa),engenheiro de dados,não informado,São José dos Campos,SP,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
engenheiro de dados,Engenheiro(a) de Dados,Brivia,Trabalho remoto,mais de 30 dias,R$ 15 mil (fornecido pela empresa),engenheiro(a) de dados,não informado,,,1.0,31,mais de 30 dias,Desconhecido,15000.0,10k a 15k
engenheiro de dados,ENGENHEIRO DE DADOS - HÍBRIDO SP,TO BRASIL,"São Paulo, São Paulo",mais de 30 dias,R$ 2 mil (fornecido pela empresa),engenheiro de dados - hibrido sp,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,Engenheiro de Suporte de Dados - Rio de Janeiro/RJ,Infotec Brasil,"Rio de Janeiro, Rio de Janeiro",mais de 30 dias,R$ 8 mil - R$ 9 mil (fornecido pela empresa),engenheiro de suporte de dados - rio de janeiro/rj,não informado,Rio de Janeiro,RJ,0.0,31,mais de 30 dias,Sudeste,8500.0,5k a 10k
engenheiro de dados,Analista Jr CRM,RD Saúde,"São Paulo, São Paulo",24 dia(s),R$ 2 mil (fornecido pela empresa),analista jr crm,junior,São Paulo,SP,0.0,24,16 a 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,Pessoa Engenheira de Software Júnior (Java),Tecnologia Grupo Casas Bahia,Trabalho remoto,5 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),pessoa engenheira de software junior (java),junior,,,1.0,5,1 a 5 dias,Desconhecido,3500.0,1k a 5k
engenheiro de dados,Analista de Dados | Junior,Quero Educação,"São José dos Campos, São Paulo",mais de 30 dias,R$ 5 mil (fornecido pela empresa),analista de dados | junior,junior,São José dos Campos,SP,0.0,31,mais de 30 dias,Sudeste,5000.0,1k a 5k
engenheiro de dados,Estagiário Engenharia de Dados,GEP,"Paulo, Paraíba",18 dia(s),R$ 3 mil (fornecido pela empresa),estagiario engenharia de dados,não informado,Paulo,PB,0.0,18,16 a 30 dias,Nordeste,3000.0,1k a 5k
engenheiro de dados,Programa de Estágio Ambar 2025,Ambar Tech,"São Carlos, São Paulo",5 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),programa de estagio ambar 2025,estagio,São Carlos,SP,0.0,5,1 a 5 dias,Sudeste,3500.0,1k a 5k
engenheiro de dados,Engenheiro de Dados / BI (49763),EVT,"São Paulo, São Paulo",mais de 30 dias,R$ 3 mil (fornecido pela empresa),engenheiro de dados / bi (49763),não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,3000.0,1k a 5k
engenheiro de dados,Engenheiro de Dados - Pleno,SIGA GEOMARKETING GESTAO EMPRESARIAL LTDA,Maringá,26 dia(s),R$ 12 mil (fornecido pela empresa),engenheiro de dados - pleno,pleno,Maringá,PR,0.0,26,16 a 30 dias,Sul,12000.0,10k a 15k
engenheiro de dados,Visagio Talentos - Recém-Formados: Engenheiro(a) de Dados NE,v(dev),"Recife, Pernambuco",mais de 30 dias,R$ 2 mil (fornecido pela empresa),visagio talentos - recem-formados: engenheiro(a) de dados ne,não informado,Recife,PE,0.0,31,mais de 30 dias,Nordeste,2000.0,1k a 5k
engenheiro de dados,Analista de Dados Jr - Flytour Business Travel - BeFly,BeFly,"São Paulo, São Paulo",6 dia(s),R$ 9 mil (fornecido pela empresa),analista de dados jr - flytour business travel - befly,junior,São Paulo,SP,0.0,6,6 a 15 dias,Sudeste,9000.0,5k a 10k
engenheiro de dados,Programa de Estágio - Johnson & Johnson 2025.1,Mais Diversidade,"São José dos Campos, São Paulo",mais de 30 dias,R$ 4 mil (fornecido pela empresa),programa de estagio - johnson & johnson 2025.1,estagio,São José dos Campos,SP,0.0,31,mais de 30 dias,Sudeste,4000.0,1k a 5k
engenheiro de dados,Engenheiro(a) de Dados,Nestlé,"São Paulo, São Paulo",mais de 30 dias,R$ 6 mil (fornecido pela empresa),engenheiro(a) de dados,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,6000.0,5k a 10k
engenheiro de dados,Programa de Trainee | Copywriter,A LOJA VIRTUAL LTDA,"São Paulo, São Paulo",5 dia(s),R$ 6 mil (fornecido pela empresa),programa de trainee | copywriter,não informado,São Paulo,SP,0.0,5,1 a 5 dias,Sudeste,6000.0,5k a 10k
engenheiro de dados,Hitss | Cientista de dados,Hitss Brasil,Trabalho remoto,6 dia(s),R$ 3 mil - R$ 4 mil (fornecido pela empresa),hitss | cientista de dados,não informado,,,1.0,6,6 a 15 dias,Desconhecido,3500.0,1k a 5k
engenheiro de dados,Especialista de Dados (Data Science).,Quod,Trabalho remoto,9 dia(s),R$ 3 mil (fornecido pela empresa),especialista de dados (data science).,especialista,,,1.0,9,6 a 15 dias,Desconhecido,3000.0,1k a 5k
engenheiro de dados,Data Engineer (Engenheiro de Dados Pleno),Dadosfera Brasil,Trabalho remoto,24 dia(s),R$ 4 mil (fornecido pela empresa),data engineer (engenheiro de dados pleno),pleno,,,1.0,24,16 a 30 dias,Desconhecido,4000.0,1k a 5k
engenheiro de dados,Analista de Processos Operacionais,Somma RH,Hortolândia,28 dia(s),R$ 2 mil (fornecido pela empresa),analista de processos operacionais,não informado,Hortolândia,SP,0.0,28,16 a 30 dias,Sudeste,2000.0,1k a 5k
engenheiro de dados,Analista Engenheiro de Dados Sênior,Natura,Brasil,19 dia(s),R$ 7 mil (fornecido pela empresa),analista engenheiro de dados senior,senior,Brasil,,0.0,19,16 a 30 dias,Desconhecido,7000.0,5k a 10k
engenheiro de dados,Engenheiro de Planejamento - Santos/SP,Infotec Brasil,"Santos, São Paulo",7 dia(s),Não informado,engenheiro de planejamento - santos/sp,pleno,Santos,SP,0.0,7,6 a 15 dias,Sudeste,,Não informado
engenheiro de dados,Estagiário(a) de dados - Growth,Docket Brasil,"São Paulo, São Paulo",mais de 30 dias,Não informado,estagiario(a) de dados - growth,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de dados,Programa de Trainee | Gestor de Tráfego,A LOJA VIRTUAL LTDA,"São Paulo, São Paulo",5 dia(s),Não informado,programa de trainee | gestor de trafego,não informado,São Paulo,SP,0.0,5,1 a 5 dias,Sudeste,,Não informado
engenheiro de dados,Estagiário(a) de BI (Business Intelligence),Agência Oi Digital,Trabalho remoto,mais de 30 dias,Não informado,estagiario(a) de bi (business intelligence),não informado,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de dados,Engenheiro de Dados Sênior Data Care REMOTO,QUAIATO SERVICE,"São Paulo, São Paulo",19 dia(s),Não informado,engenheiro de dados senior data care remoto,senior,São Paulo,SP,0.0,19,16 a 30 dias,Sudeste,,Não informado
engenheiro de dados,Pessoa Engenheira de Dados (Plataforma) Sênior,Aquarela Analytics,Trabalho remoto,3 dia(s),Não informado,pessoa engenheira de dados (plataforma) senior,pleno,,,1.0,3,1 a 5 dias,Desconhecido,,Não informado
engenheiro de dados,ENGENHEIRO DE DADOS I,Alper Carreiras,"São Paulo, São Paulo",mais de 30 dias,Não informado,engenheiro de dados i,não informado,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de dados,Assistente de dados,Becomex,"Campinas, São Paulo",mais de 30 dias,Não informado,assistente de dados,não informado,Campinas,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de dados,Engenheiro de Dados Azure Pleno (Remoto),DATASIDE SOLUCOES EM DADOS LTDA,"São José dos Campos, São Paulo",14 dia(s),Não informado,engenheiro de dados azure pleno (remoto),pleno,São José dos Campos,SP,0.0,14,6 a 15 dias,Sudeste,,Não informado
engenheiro de dados,Engenheiro de Dados (Pleno e Sênior),Cadmus,"São Paulo, São Paulo",mais de 30 dias,Não informado,engenheiro de dados (pleno e senior),pleno,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de dados,ENGENHEIRO DE DADOS DATABRICKS RESOURE FOR SAP,Revna,Trabalho remoto,24 dia(s),Não informado,engenheiro de dados databricks resoure for sap,não informado,,,1.0,24,16 a 30 dias,Desconhecido,,Não informado
engenheiro de dados,Engenheiro de Dados | Projeto J-tech,Koopere Cooperativa de Trabalho em TI,Trabalho remoto,mais de 30 dias,Não informado,engenheiro de dados | projeto j-tech,não informado,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de dados,Engenheiro de Dados Sênior,Serasa Experian,"São Paulo, São Paulo",25 dia(s),Não informado,engenheiro de dados senior,senior,São Paulo,SP,0.0,25,16 a 30 dias,Sudeste,,Não informado
engenheiro de dados,Analista Sr Planejamento Corporativo,RD Saúde,"São Paulo, São Paulo",27 dia(s),Não informado,analista sr planejamento corporativo,pleno,São Paulo,SP,0.0,27,16 a 30 dias,Sudeste,,Não informado
engenheiro de dados,Engenheiro(a) de Dados Sênior (Híbrido),Corebiz,Barueri,24h,Não informado,engenheiro(a) de dados senior (hibrido),senior,Barueri,SP,0.0,1,1 a 5 dias,Sudeste,,Não informado
engenheiro de dados,Engenheiro de Dados Sênior (KYP),CERC,Trabalho remoto,mais de 30 dias,Não informado,engenheiro de dados senior (kyp),senior,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de dados,Cientista de Dados,Digisystem,"Brasília, Distrito Federal",7 dia(s),Não informado,cientista de dados,não informado,Brasília,DF,0.0,7,6 a 15 dias,Centro-Oeste,,Não informado
engenheiro de dados,Analista de Controles Internos Pleno,Conta Azul,Trabalho remoto,7 dia(s),Não informado,analista de controles internos pleno,pleno,,,1.0,7,6 a 15 dias,Desconhecido,,Não informado
engenheiro de dados,Pessoa Engenheira de Dados,MJV Technology & Innovation,Trabalho remoto,10 dia(s),Não informado,pessoa engenheira de dados,não informado,,,1.0,10,6 a 15 dias,Desconhecido,,Não informado
engenheiro de dados,Assistente de Engenharia de Dados,Appmax,Porto Alegre,26 dia(s),Não informado,assistente de engenharia de dados,não informado,Porto Alegre,RS,0.0,26,16 a 30 dias,Sul,,Não informado
engenheiro de dados,Engenheiro(a) de Software Pleno,CERC,Trabalho remoto,mais de 30 dias,Não informado,engenheiro(a) de software pleno,pleno,,,1.0,31,mais de 30 dias,Desconhecido,,Não informado
engenheiro de dados,Engenheiro(a) de Dados Sênior,Carbigdata,"São Paulo, São Paulo",mais de 30 dias,Não informado,engenheiro(a) de dados senior,senior,São Paulo,SP,0.0,31,mais de 30 dias,Sudeste,,Não informado
engenheiro de dados,Analista de Engenharia de Dados Júnior,Serasa,"São Paulo, São Paulo",24 dia(s),Não informado,analista de engenharia de dados junior,junior,São Paulo,SP,0.0,24,16 a 30 dias,Sudeste,,Não informado
